job_title,rating,company_name,size,type_of_ownership,industry,sector,revenue,min_salary,max_salary,avg_salary,city,state,skill_sql,skill_python,skill_excel,skill_power_bi,skill_tableau,skill_r,skill_aws,skill_azure,skill_gcp,skill_spark,skill_snowflake,skill_databricks
Other,-1.0,Monte Rosa Therapeutics,Unknown,Unknown,Unknown,Unknown,-1,92000,155000,123500.0,Cambridge,MA,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,4.0,AstraZeneca,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),92000,155000,123500.0,Gaithersburg,MD,1,1,0,0,0,0,1,1,0,0,0,1
Data Scientist,3.8,GutCheck,51-200,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),105000,167000,136000.0,Denver,CO,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,3.8,Juniper Networks,5001-10000,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),105000,167000,136000.0,Cupertino,CA,0,1,0,0,0,0,1,0,0,0,0,0
Data Scientist,2.7,Hexagon US Federal,51-200,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,105000,167000,136000.0,Lexington Park,MD,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,4.0,Comtech Global Inc,51-200,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$5 to $10 million (USD),105000,167000,136000.0,Washington,DC,1,1,0,1,1,0,1,1,0,0,0,0
Data Scientist,-1.0,Berico Technologies,Unknown,Unknown,Unknown,Unknown,-1,105000,167000,136000.0,Fort Belvoir,VA,0,0,0,0,0,0,1,0,0,0,0,0
Data Scientist,-1.0,Kehe Food Distributors,Unknown,Unknown,Unknown,Unknown,-1,105000,167000,136000.0,Naperville,IL,1,1,0,1,1,0,1,1,0,0,0,0
Data Scientist,3.8,"Aveshka, Inc.",51-200,Company - Public,IT Services,Information Technology,$10 to $25 million (USD),105000,167000,136000.0,Washington,DC,1,1,1,0,0,0,0,0,0,0,0,0
Data Scientist,3.2,Perspecta,10000+,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,105000,167000,136000.0,Adelphi,MD,0,1,0,0,0,0,0,0,0,0,0,0
Data Scientist,-1.0,Pactera Edge,Unknown,Unknown,Unknown,Unknown,-1,105000,167000,136000.0,Redmond,WA,1,1,0,0,0,0,0,0,0,0,0,0
Data Scientist,3.6,Qurate Retail Group,10000+,Company - Public,Other Retail Stores,Retail,Unknown / Non-Applicable,105000,167000,136000.0,West Chester,PA,1,1,0,0,1,0,0,0,0,0,0,0
Data Scientist,4.4,"SolutionIT, Inc.",51-200,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,105000,167000,136000.0,Edison,NJ,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,4.1,A-Line Staffing Solutions,501-1000,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,105000,167000,136000.0,Durham,NC,1,1,0,0,0,0,0,0,0,1,0,0
Data Scientist,-1.0,Clear Ridge Defense,1-50,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,105000,167000,136000.0,Quantico,VA,0,1,0,0,0,0,0,0,0,0,0,0
Data Scientist,3.8,"Criterion Systems, Inc.",201-500,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),105000,167000,136000.0,Vienna,VA,1,1,1,0,0,0,1,0,0,0,0,0
Data Scientist,4.0,Foundation Medicine,1001-5000,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),105000,167000,136000.0,Boston,MA,1,1,0,0,0,0,0,0,0,0,0,0
Data Scientist,3.6,TRANZACT,1001-5000,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,105000,167000,136000.0,Fort Lee,NJ,1,1,1,1,1,0,0,0,0,0,0,0
Data Scientist,-1.0,JKGT,Unknown,Unknown,Unknown,Unknown,-1,105000,167000,136000.0,San Francisco,CA,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,-1.0,AccessHope,Unknown,Unknown,Unknown,Unknown,-1,105000,167000,136000.0,Irwindale,CA,1,1,0,1,1,0,0,0,0,0,0,0
Data Scientist,5.0,ChaTeck Incorporated,1-50,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),105000,167000,136000.0,San Francisco,CA,0,1,0,0,0,0,0,0,0,0,0,0
Data Scientist,2.7,1-800-Flowers,1001-5000,Company - Public,Wholesale,Business Services,$1 to $2 billion (USD),105000,167000,136000.0,New York,NY,1,1,1,0,1,0,0,0,0,0,0,0
