job_title,rating,company_name,size,type_of_ownership,industry,sector,revenue,min_salary,max_salary,avg_salary,city,state,skill_sql,skill_python,skill_excel,skill_power_bi,skill_tableau,skill_r,skill_aws,skill_azure,skill_gcp,skill_spark,skill_snowflake,skill_databricks
Data Scientist,3.5,Maxar Technologies,5001-10000,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),212000,331000,271500.0,Herndon,VA,1,1,0,0,1,0,0,0,0,0,0,0
Data Scientist,3.6,Alaka`ina Foundation Family of Companies,501-1000,Government,Unknown,Unknown,Unknown / Non-Applicable,212000,331000,271500.0,Fort Sam Houston,TX,1,1,0,0,0,0,0,0,0,0,0,0
Other,3.9,Southwest Research Institute,1001-5000,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),212000,331000,271500.0,Oklahoma City,OK,0,1,0,0,0,0,0,0,0,0,0,0
Data Scientist,2.7,Hexagon US Federal,51-200,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,212000,331000,271500.0,Lexington Park,MD,0,0,0,0,0,0,0,0,0,0,0,0
Other,4.8,Klaviyo,201-500,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,212000,331000,271500.0,Boston,MA,0,1,0,0,0,0,0,0,0,0,0,0
Other,-1.0,Monte Rosa Therapeutics,Unknown,Unknown,Unknown,Unknown,-1,212000,331000,271500.0,Cambridge,MA,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,4.0,Comtech Global Inc,51-200,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$5 to $10 million (USD),212000,331000,271500.0,Washington,DC,1,1,0,1,1,0,1,1,0,0,0,0
Data Scientist,3.8,"Aveshka, Inc.",51-200,Company - Public,IT Services,Information Technology,$10 to $25 million (USD),212000,331000,271500.0,Washington,DC,1,1,1,0,0,0,0,0,0,0,0,0
Other,4.2,10x Genomics,501-1000,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,212000,331000,271500.0,Raleigh,NC,0,0,0,0,0,0,0,0,0,0,0,0
Other,3.9,Southwest Research Institute,1001-5000,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),212000,331000,271500.0,Dayton,OH,0,1,0,0,0,0,0,0,0,0,0,0
Data Scientist,-1.0,CompuForce,Unknown,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,212000,331000,271500.0,New York,NY,0,0,0,0,0,0,1,0,0,0,0,0
Data Scientist,4.5,Smith Hanley Associates,1-50,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,212000,331000,271500.0,Washington,DC,1,1,0,0,0,0,0,0,0,0,0,0
Machine Learning Engineer,3.5,Allen Institute,201-500,Nonprofit Organization,Research & Development,Business Services,$100 to $500 million (USD),212000,331000,271500.0,Seattle,WA,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,2.7,1-800-Flowers,1001-5000,Company - Public,Wholesale,Business Services,$1 to $2 billion (USD),212000,331000,271500.0,New York,NY,1,1,1,0,1,0,0,0,0,0,0,0
Data Scientist,3.5,Aptive,51-200,Company - Private,Consulting,Business Services,$25 to $50 million (USD),212000,331000,271500.0,Washington,DC,1,1,0,1,1,0,0,0,0,0,0,0
Data Scientist,4.9,The Mom Project,1-50,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,66000,112000,89000.0,Longmont,CO,0,1,0,0,0,0,1,0,0,0,0,0
Data Scientist,3.6,Powertek,51-200,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),66000,112000,89000.0,Washington,DC,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,5.0,JCD Staffing,1-50,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,66000,112000,89000.0,Washington,DC,1,1,0,1,1,0,0,0,0,0,0,0
Data Scientist,3.1,Bayside Solutions,1-50,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),66000,112000,89000.0,Sunnyvale,CA,1,1,0,0,1,0,0,0,0,0,0,0
Data Engineer,3.9,Thumbtack,501-1000,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,66000,112000,89000.0,San Francisco,CA,0,1,0,0,0,0,1,0,1,0,0,0
Data Scientist,3.4,"MILVETS Systems Technology, Inc.",51-200,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),66000,112000,89000.0,Patuxent,MD,0,0,0,0,0,0,0,0,0,0,0,0
Machine Learning Engineer,4.1,Apple,10000+,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),66000,112000,89000.0,Santa Clara,CA,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,4.1,Kforce,10000+,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),66000,112000,89000.0,Fairfax,VA,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,3.5,Evolve Vacation Rental,201-500,Company - Private,Travel Agencies,Travel & Tourism,Unknown / Non-Applicable,66000,112000,89000.0,Denver,CO,1,1,0,0,0,0,0,0,0,0,0,0
Data Analyst,4.3,The Buffalo Group,501-1000,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),66000,112000,89000.0,Fort Belvoir,VA,0,1,0,0,0,0,0,0,0,0,0,0
Other,4.4,OppLoans,201-500,Company - Private,Lending,Finance,$100 to $500 million (USD),66000,112000,89000.0,Chicago,IL,1,1,0,0,0,0,0,0,0,0,0,0
Data Scientist,3.8,AgreeYa Solutions,1001-5000,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),66000,112000,89000.0,Thousand Oaks,CA,1,1,0,0,0,0,0,0,0,0,0,0
Data Scientist,3.7,Carolina Power & Light Co,5001-10000,Subsidiary or Business Segment,Energy,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable,66000,112000,89000.0,McLean,VA,1,1,0,0,0,0,0,0,0,0,0,0
Other,3.9,Southwest Research Institute,1001-5000,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),66000,112000,89000.0,San Antonio,TX,1,1,0,0,0,0,0,0,0,0,0,0
Data Scientist,3.9,Brillient,501-1000,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),66000,112000,89000.0,Silver Spring,MD,0,1,0,0,0,0,0,0,0,0,0,0
Other,3.7,MassMutual,5001-10000,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),66000,112000,89000.0,Boston,MA,1,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,2.9,Xator Corporation,501-1000,Contract,IT Services,Information Technology,$25 to $50 million (USD),66000,112000,89000.0,Washington,DC,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,4.6,HAN IT Staffing Inc.,51-200,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,66000,112000,89000.0,New York,NY,1,1,0,0,0,0,0,0,0,0,0,0
Data Scientist,3.4,Infinitive Inc,201-500,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),66000,112000,89000.0,McLean,VA,1,1,0,0,0,0,1,1,0,1,0,0
Data Engineer,4.0,Travelers,10000+,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),66000,112000,89000.0,Hartford,CT,1,1,0,0,0,0,1,0,0,0,0,0
Data Scientist,3.3,Amyris,201-500,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),128000,201000,164500.0,Emeryville,CA,0,1,0,0,0,0,0,0,0,0,0,0
Data Scientist,4.3,Lightspeed Systems,51-200,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),128000,201000,164500.0,Austin,TX,1,1,0,0,0,0,1,0,0,1,0,0
Data Scientist,3.9,Thumbtack,501-1000,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,128000,201000,164500.0,San Francisco,CA,0,1,0,0,0,0,0,0,0,0,0,0
Data Analyst,3.6,Twitch,1001-5000,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable,128000,201000,164500.0,San Francisco,CA,1,1,0,0,1,0,0,0,0,0,0,0
Machine Learning Engineer,4.7,New Relic,1001-5000,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),128000,201000,164500.0,Portland,OR,0,1,0,0,0,0,0,0,0,0,0,0
Other,3.6,Biogen,5001-10000,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),128000,201000,164500.0,Cambridge,MA,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,-1.0,HireAi,Unknown,Unknown,Unknown,Unknown,-1,128000,201000,164500.0,San Francisco,CA,1,1,0,0,1,0,0,0,0,0,0,0
Machine Learning Engineer,3.3,Tempus Labs,501-1000,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,128000,201000,164500.0,Redwood City,CA,1,1,0,0,0,0,1,0,0,0,0,0
Data Scientist,3.3,ICW Group,501-1000,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),128000,201000,164500.0,San Diego,CA,1,1,0,0,0,0,0,0,0,0,0,0
Data Analyst,3.8,NYSTEC,51-200,Nonprofit Organization,Consulting,Business Services,$25 to $50 million (USD),128000,201000,164500.0,New York,NY,1,1,0,0,0,0,0,0,0,0,0,0
Data Scientist,4.5,E3 Federal Solutions,501-1000,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,128000,201000,164500.0,Chantilly,VA,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer,4.5,Kingfisher Systems,51-200,Company - Private,Federal Agencies,Government,$25 to $50 million (USD),128000,201000,164500.0,Falls Church,VA,1,1,0,0,0,0,0,0,0,0,0,0
Data Scientist,3.4,Peraton,1001-5000,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),128000,201000,164500.0,Chantilly,VA,1,1,0,0,0,0,0,0,0,1,0,0
Data Scientist,3.1,Group O,1001-5000,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),128000,201000,164500.0,Chicago,IL,0,1,0,0,0,0,0,0,0,0,0,0
Other,4.0,Autodesk,5001-10000,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),128000,201000,164500.0,San Francisco,CA,1,1,0,0,0,0,0,0,0,0,0,0
Other,3.3,Tempus Labs,501-1000,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,128000,201000,164500.0,Chicago,IL,0,0,0,0,0,0,1,0,0,0,0,0
Data Engineer,4.1,CaptiveAire,1001-5000,Company - Private,Industrial Manufacturing,Manufacturing,$100 to $500 million (USD),128000,201000,164500.0,Raleigh,NC,1,1,0,1,0,0,0,1,0,1,0,0
Other,4.2,LSQ,51-200,Company - Private,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),128000,201000,164500.0,Orlando,FL,1,1,0,0,0,0,1,0,0,0,0,0
Machine Learning Engineer,3.9,Temboo,1-50,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,128000,201000,164500.0,New York,NY,1,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,-1.0,Kibo,Unknown,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,128000,201000,164500.0,Philadelphia,PA,0,1,0,0,0,0,0,0,0,0,0,0
Data Scientist,3.3,MITRE,5001-10000,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),128000,201000,164500.0,McLean,VA,0,1,0,0,1,0,0,1,0,0,0,0
Data Scientist,3.9,Mars,10000+,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),138000,158000,148000.0,Unknown,Unknown,0,1,0,0,0,0,1,0,0,1,0,1
Data Scientist,4.5,"Fullpower Technologies, Inc.",51-200,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),138000,158000,148000.0,Santa Cruz,CA,1,1,0,0,0,0,1,0,1,0,0,0
Machine Learning Engineer,4.2,AeroVironment,501-1000,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),138000,158000,148000.0,Simi Valley,CA,0,1,1,0,0,0,0,0,0,0,0,0
Data Scientist,3.5,Maxar Technologies,5001-10000,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),138000,158000,148000.0,Herndon,VA,0,1,0,0,0,0,0,0,0,0,0,0
Other,4.0,Dynetics,1001-5000,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),138000,158000,148000.0,Huntsville,AL,0,1,0,0,0,0,0,0,0,0,0,0
Other,4.5,Systems & Technology Research,201-500,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),138000,158000,148000.0,Woburn,MA,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,4.5,Novetta,501-1000,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),138000,158000,148000.0,Herndon,VA,1,1,0,0,0,0,0,0,0,0,0,0
Other,3.8,Applied Research Laboratories,501-1000,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,138000,158000,148000.0,Austin,TX,0,1,0,0,0,0,0,0,0,0,0,0
Data Engineer,3.9,Navy Federal Credit Union,10000+,Other Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable,138000,158000,148000.0,Merrifield,VA,1,0,0,1,1,0,0,1,0,0,0,0
Other,2.0,Conagen,51-200,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,138000,158000,148000.0,New Bedford,MA,0,0,0,0,0,0,0,0,0,0,0,0
Other,4.8,Alector,51-200,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,138000,158000,148000.0,South San Francisco,CA,0,0,1,0,0,0,0,0,1,0,0,0
Data Analyst,3.9,Navy Federal Credit Union,10000+,Other Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable,138000,158000,148000.0,Merrifield,VA,1,0,0,1,1,0,0,0,0,1,0,0
Other,3.3,Reynolds American,5001-10000,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),138000,158000,148000.0,Winston-Salem,NC,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,3.3,MITRE,5001-10000,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),138000,158000,148000.0,Bedford,MA,1,1,0,0,0,0,1,0,0,0,0,0
Machine Learning Engineer,5.0,LifeOmic,51-200,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,138000,158000,148000.0,Raleigh,NC,0,0,0,0,0,0,1,1,1,1,0,0
Other,4.4,"Homology Medicines, Inc.",51-200,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,138000,158000,148000.0,New Bedford,MA,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer,3.4,Spectrum Communications and Consulting,51-200,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),138000,158000,148000.0,Chicago,IL,1,1,0,0,0,0,0,1,0,0,0,0
Other,3.3,Inland Empire Health Plan,1001-5000,Company - Public,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),138000,158000,148000.0,Rancho Cucamonga,CA,1,0,1,1,1,0,0,0,0,0,0,0
Data Engineer,2.9,Affinity Solutions,51-200,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,138000,158000,148000.0,New York,NY,1,1,0,0,1,0,0,0,0,0,0,0
Other,3.8,Sandia National Laboratories,10000+,Government,Federal Agencies,Government,$2 to $5 billion (USD),138000,158000,148000.0,Livermore,CA,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer,3.5,Maxar Technologies,5001-10000,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),138000,158000,148000.0,McLean,VA,1,1,0,0,0,0,1,0,0,0,0,0
Data Scientist,4.0,AstraZeneca,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),80000,132000,106000.0,Gaithersburg,MD,1,1,0,0,0,0,0,0,0,0,0,0
Data Scientist,4.0,Autodesk,5001-10000,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),80000,132000,106000.0,San Francisco,CA,1,1,0,0,0,0,0,0,0,0,0,0
Data Scientist,3.4,USI,1001-5000,Company - Private,Construction,"Construction, Repair & Maintenance",$100 to $500 million (USD),80000,132000,106000.0,Southfield,MI,1,1,1,1,0,0,0,1,0,0,0,0
Data Scientist,3.9,GSK,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),80000,132000,106000.0,Collegeville,PA,1,1,0,0,1,0,0,0,0,0,0,0
Data Scientist,3.8,CIA,Unknown,Government,Federal Agencies,Government,Unknown / Non-Applicable,80000,132000,106000.0,Washington,DC,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,4.5,Maven Wave Partners,201-500,Company - Private,Consulting,Business Services,$50 to $100 million (USD),80000,132000,106000.0,Chicago,IL,1,1,0,0,1,0,1,1,1,0,0,0
Data Scientist,4.3,Ovative Group,51-200,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),80000,132000,106000.0,Minneapolis,MN,0,1,0,0,0,0,0,0,0,0,0,0
Data Scientist,3.6,Kognetics,1-50,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,80000,132000,106000.0,Gahanna,OH,1,1,0,0,0,1,0,0,0,0,0,0
Data Scientist,2.9,Envision Healthcare,10000+,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,80000,132000,106000.0,Nashville,TN,1,1,0,1,1,0,1,1,1,0,0,0
Data Scientist,2.9,"Pragmatics, Inc.",201-500,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),80000,132000,106000.0,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0
Data Scientist,3.2,ConsumerTrack,51-200,Company - Private,Internet,Information Technology,$25 to $50 million (USD),80000,132000,106000.0,Unknown,CA,0,1,0,0,1,0,0,0,0,0,0,0
Other,4.5,Johns Hopkins University Applied Physics Laboratory,5001-10000,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),80000,132000,106000.0,Laurel,MD,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,5.0,Phoenix Operations Group,1-50,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),80000,132000,106000.0,Annapolis Junction,MD,0,1,0,0,0,0,0,0,0,1,0,0
Data Scientist,3.5,Crossover Health,1-50,Company - Private,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD),80000,132000,106000.0,San Clemente,CA,0,1,0,0,1,0,0,0,0,0,0,0
Data Scientist,4.0,Lorven Technologies Inc,1-50,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),80000,132000,106000.0,New York,NY,1,1,0,0,0,0,0,0,0,0,0,0
Data Scientist,4.4,Meridian Knowledge Solutions,51-200,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),80000,132000,106000.0,Washington,DC,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,4.2,UST Global,10000+,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),80000,132000,106000.0,Atlanta,GA,1,1,0,0,0,0,1,1,1,0,0,0
Data Scientist,3.2,IMG Systems,1-50,Company - Private,Consulting,Business Services,$1 to $5 million (USD),80000,132000,106000.0,Plano,TX,0,1,0,0,0,0,0,0,0,0,0,0
Data Scientist,3.4,Trident Systems Inc,51-200,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),80000,132000,106000.0,Fairfax,VA,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,4.7,"Tygart Technology, Inc",1-50,Company - Private,Unknown,Unknown,$1 to $5 million (USD),80000,132000,106000.0,Washington,DC,1,1,0,0,0,0,0,0,0,0,0,0
Data Scientist,3.6,Merrick Bank,201-500,Company - Private,Banks & Credit Unions,Finance,Unknown / Non-Applicable,87000,141000,114000.0,Unknown,UT,1,1,0,0,0,0,0,0,0,0,0,0
Data Scientist,4.2,ManTech,5001-10000,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),87000,141000,114000.0,Alexandria,VA,1,1,0,1,1,0,0,0,0,0,0,0
Data Scientist,-1.0,"GrainBridge, LLC",Unknown,Unknown,Unknown,Unknown,-1,87000,141000,114000.0,Omaha,NE,1,1,0,0,0,0,1,0,0,0,0,0
Data Scientist,3.2,First Health Group,10000+,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),87000,141000,114000.0,Wellesley,MA,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,-1.0,Sprezzatura Management Consulting,Unknown,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,87000,141000,114000.0,Washington,VA,0,0,1,0,0,0,0,0,0,0,0,0
Data Scientist,2.8,"Progress Rail, A Caterpillar Company",1001-5000,Subsidiary or Business Segment,Rail,Transportation & Logistics,$2 to $5 billion (USD),87000,141000,114000.0,Fort Worth,TX,1,1,0,0,0,0,1,0,0,0,0,0
Data Scientist,4.2,UST Global,10000+,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),87000,141000,114000.0,Atlanta,GA,1,1,0,0,0,0,1,1,1,0,0,0
Data Scientist,4.5,Axiologic Solutions,51-200,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,87000,141000,114000.0,Alexandria,VA,0,0,0,0,0,0,1,0,0,0,0,0
Data Scientist,3.0,Indigo Slate,51-200,Company - Private,Consulting,Business Services,$10 to $25 million (USD),87000,141000,114000.0,Bellevue,WA,1,1,0,0,0,0,0,0,0,0,0,0
Data Scientist,3.3,Cubic,5001-10000,Company - Public,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),87000,141000,114000.0,Unknown,Unknown,1,1,0,0,0,0,0,0,0,0,0,0
Data Scientist,4.0,Advanced Bio-Logic Solutions Corp,1-50,Company - Private,Unknown,Unknown,Less than $1 million (USD),87000,141000,114000.0,Thousand Oaks,CA,1,1,0,0,0,0,0,0,0,0,0,0
Data Engineer,3.5,Alignment Healthcare,501-1000,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,87000,141000,114000.0,Orange,CA,1,0,0,1,1,0,1,1,1,0,0,0
Data Scientist,3.5,WGSN,1-50,Company - Private,Consulting,Business Services,$50 to $100 million (USD),87000,141000,114000.0,Baltimore,MD,1,1,0,0,1,0,0,0,0,0,0,0
Data Scientist,3.6,"ISYS Technologies, Inc.",51-200,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),87000,141000,114000.0,Herndon,VA,1,1,0,0,1,0,0,0,0,0,0,0
Data Scientist,3.0,TransVoyant,51-200,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,87000,141000,114000.0,Alexandria,VA,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,4.0,Noblis,1001-5000,Nonprofit Organization,Consulting,Business Services,$100 to $500 million (USD),87000,141000,114000.0,Bridgeport,WV,0,1,0,0,0,0,0,0,0,0,0,0
Data Scientist,4.6,Murray Resources,1-50,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),87000,141000,114000.0,The Woodlands,TX,1,1,0,0,1,0,0,0,0,0,0,0
Data Scientist,4.3,Geotab,1001-5000,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),87000,141000,114000.0,Oakville,CA,1,1,0,0,0,0,0,0,1,1,0,0
Data Scientist,4.7,CRS Group,51-200,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),87000,141000,114000.0,Chicago,IL,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,3.7,EGlobalTech,201-500,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,87000,141000,114000.0,Arlington,VA,0,1,1,0,0,0,1,0,0,0,0,0
Data Scientist,3.9,Mars,10000+,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),92000,155000,123500.0,New York,NY,0,1,0,0,0,0,0,1,0,1,0,1
Data Scientist,4.9,Avlino,1-50,Company - Private,Enterprise Software & Network Solutions,Information Technology,Less than $1 million (USD),92000,155000,123500.0,Unknown,NJ,0,1,0,0,0,0,0,0,0,0,0,0
Data Scientist,3.0,"Central Business Solutions, Inc",51-200,Company - Private,Consulting,Business Services,$5 to $10 million (USD),92000,155000,123500.0,Seattle,WA,1,1,0,0,0,0,1,1,1,0,0,0
Data Scientist,2.5,KeHE Distributors,5001-10000,Company - Private,Wholesale,Business Services,Unknown / Non-Applicable,92000,155000,123500.0,Naperville,IL,1,1,0,1,1,0,1,1,0,0,0,0
Data Scientist,3.5,Blackstone Talent Group,51-200,Company - Private,Consulting,Business Services,$25 to $50 million (USD),92000,155000,123500.0,San Francisco,CA,0,1,0,0,0,0,1,0,0,0,0,0
Data Scientist,5.0,Phoenix Operations Group,1-50,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),92000,155000,123500.0,Baltimore,MD,0,1,0,0,0,0,0,0,0,1,0,0
Data Scientist,-1.0,Sophinea,1-50,Unknown,Unknown,Unknown,Unknown / Non-Applicable,92000,155000,123500.0,Chantilly,VA,1,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,3.5,Maxar Technologies,5001-10000,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),92000,155000,123500.0,Herndon,VA,1,1,0,0,0,0,0,0,0,0,0,0
Data Scientist,3.0,Moxie Software,51-200,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,92000,155000,123500.0,Bellevue,WA,0,1,0,0,0,0,0,0,0,0,0,0
Machine Learning Engineer,5.0,Blue Horizon Tek Solutions,1-50,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,92000,155000,123500.0,New York,NY,0,1,0,0,0,0,0,0,0,0,0,0
Data Scientist,4.7,Unicom Technologies INC,51-200,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,92000,155000,123500.0,Chicago,IL,1,1,0,0,0,0,1,0,0,0,0,0
Data Engineer,3.3,Americo Life,201-500,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),92000,155000,123500.0,Kansas City,MO,1,1,0,0,0,0,1,0,0,0,1,0
Data Scientist,3.3,Tokio Marine HCC,1001-5000,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,92000,155000,123500.0,Houston,TX,0,1,0,0,0,0,0,0,0,0,0,0
Data Scientist,3.5,CACI International,10000+,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),92000,155000,123500.0,Chantilly,VA,1,0,0,0,0,0,0,0,0,0,0,0
Machine Learning Engineer,4.1,Apple,10000+,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),92000,155000,123500.0,Santa Clara,CA,0,1,0,0,0,0,0,0,0,0,0,0
Data Scientist,3.5,Maxar Technologies,5001-10000,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),92000,155000,123500.0,Herndon,VA,1,1,0,0,1,0,0,0,0,0,0,0
Other,3.9,Southwest Research Institute,1001-5000,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),92000,155000,123500.0,Oklahoma City,OK,0,1,0,0,0,0,0,0,0,0,0,0
Data Scientist,4.7,Compass Consulting Group,51-200,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,92000,155000,123500.0,Thousand Oaks,CA,1,1,0,0,0,0,0,0,0,0,0,0
Other,4.8,Klaviyo,201-500,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,92000,155000,123500.0,Boston,MA,0,1,0,0,0,0,0,0,0,0,0,0
